Crop_ID,Scientific_Name,Common_Name,Local_Name,Crop_Category,Indian_State,Agro_Climate_Zone,Optimal_Temperature_Min,Optimal_Temperature_Max,Optimal_Soil_Moisture_Min,Optimal_Soil_Moisture_Max,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Light_Intensity_Lux,Rainfall_mm,Weather_API_Temperature,Weather_API_Humidity,Weather_API_Rainfall,Stress_Level,Stress_Type
C0551,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,15.23,41.25,61.59,590.05,201.22,15.67,44.98,204.28,0,Normal
C0552,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,13.8,58.04,25.81,392.15,3.33,13.95,53.62,-4.54,1,Heat Stress
C0553,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,24.81,64.06,42.91,438.52,106.77,23.25,61.99,97.95,1,Light Stress
C0554,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,35.03,39.07,19.39,716.16,209.0,36.73,34.68,217.37,2,Drought Stress
C0555,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,26.05,75.56,63.11,729.85,97.43,24.33,70.82,92.18,0,Normal
C0556,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,34.33,93.11,21.72,700.8,30.78,32.76,92.29,29.25,2,Water Stress
C0557,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,15.86,93.85,45.46,777.07,39.5,17.0,94.71,46.74,1,Heat Stress
C0558,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,37.7,59.59,62.07,807.76,70.02,38.39,56.14,62.06,1,Light Stress
C0559,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,35.67,42.3,56.83,385.8,20.17,33.99,40.28,21.11,1,Light Stress
C0560,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,22.92,67.26,19.41,737.15,25.54,23.01,64.38,20.41,1,Heat Stress
C0561,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,42.09,74.38,40.07,448.56,155.14,41.57,74.94,158.53,2,Heat Stress
C0562,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,22.3,45.05,81.06,1140.04,180.92,22.81,47.34,175.6,0,Normal
C0563,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,24.47,72.81,84.12,374.08,214.65,24.79,73.99,214.91,0,Normal
C0564,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,46.71,87.67,19.99,970.6,0.89,45.04,83.73,-0.91,2,Drought Stress
C0565,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,25.41,43.97,86.48,803.63,147.25,26.62,44.38,156.7,0,Normal
C0566,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,31.84,85.52,54.85,882.48,230.56,32.32,84.58,233.02,1,Moderate Drought
C0567,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,28.81,38.98,31.85,668.78,225.84,29.8,41.44,224.18,1,Heat Stress
C0568,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,45.16,69.42,5.2,938.13,59.22,45.78,64.76,65.84,2,Water Stress
C0569,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,20.65,60.54,55.33,242.3,8.71,20.69,61.23,5.09,0,Normal
C0570,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,29.6,61.48,67.56,653.36,139.63,28.25,64.51,130.3,0,Normal
C0571,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,10.84,53.94,54.81,843.25,19.88,11.89,52.29,14.19,0,Normal
C0572,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,35.45,86.62,24.45,629.47,94.49,36.74,87.89,93.49,2,Water Stress
C0573,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,21.63,47.45,70.6,1038.32,49.73,20.57,48.06,53.26,1,Heat Stress
C0574,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,32.77,33.1,64.21,738.99,40.95,31.33,33.71,45.08,0,Normal
C0575,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,34.0,53.77,72.63,776.18,196.11,32.32,57.26,196.1,0,Normal
C0576,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,30.78,83.8,45.69,1164.97,187.6,32.44,86.58,193.41,1,Moderate Drought
C0577,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,30.99,64.54,53.42,212.86,91.2,31.74,59.89,82.64,0,Normal
C0578,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,21.18,43.16,21.83,1005.35,29.6,21.9,39.23,30.8,1,Light Stress
C0579,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,32.67,84.17,36.85,1128.83,72.58,31.18,87.27,82.47,1,Moderate Drought
C0580,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,34.71,62.72,26.24,596.15,145.91,33.67,62.46,145.99,1,Light Stress
C0581,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,33.93,84.82,27.21,642.69,219.28,35.32,85.74,209.52,2,Water Stress
C0582,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,13.79,81.5,28.54,612.55,112.84,13.38,78.19,121.62,1,Light Stress
C0583,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,42.26,82.64,16.84,348.17,18.39,40.6,82.19,16.11,2,Water Stress
C0584,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,43.0,52.02,12.32,1050.08,172.51,44.08,50.17,172.56,2,Heat Stress
C0585,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,44.73,77.67,19.05,1047.87,29.92,43.65,73.91,36.08,2,Heat Stress
C0586,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,33.41,44.02,75.75,350.82,38.47,32.48,39.83,44.43,0,Normal
C0587,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,18.18,68.08,85.94,231.79,56.33,17.47,72.47,54.85,0,Normal
C0588,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,38.44,86.44,25.94,277.05,136.04,40.43,83.51,134.58,2,Heat Stress
C0589,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,33.15,43.68,50.63,1195.81,210.21,31.28,45.69,203.22,1,Moderate Drought
C0590,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,42.65,36.71,17.77,571.63,57.94,41.06,34.72,64.04,2,Drought Stress
C0591,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,33.7,36.22,50.77,421.65,8.55,32.17,38.43,1.64,0,Normal
C0592,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,30.26,88.3,59.16,534.08,91.75,28.65,86.14,98.66,0,Normal
C0593,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,25.57,44.32,55.3,357.17,1.72,27.24,48.02,-4.51,0,Normal
C0594,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,41.81,56.34,14.16,1110.78,231.56,43.62,52.77,225.23,2,Water Stress
C0595,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,40.72,58.35,5.25,631.31,83.73,42.67,60.96,75.57,2,Heat Stress
C0596,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,26.52,76.99,18.33,952.93,208.34,28.16,79.02,216.28,1,Heat Stress
C0597,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,21.3,40.82,68.09,537.38,220.9,19.79,42.17,215.48,0,Normal
C0598,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,23.71,74.18,68.22,1153.11,173.59,22.98,71.72,176.18,1,Light Stress
C0599,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,27.0,69.12,60.88,432.9,231.9,28.77,70.09,235.34,0,Normal
C0600,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,26.82,56.41,68.09,1129.11,77.15,25.98,54.67,71.84,0,Normal
C0601,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,37.82,80.09,14.36,718.96,71.74,37.4,80.31,61.83,2,Heat Stress
C0602,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,25.59,54.47,79.88,998.77,95.52,24.09,57.89,98.67,0,Normal
C0603,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,29.36,73.34,36.76,664.54,74.61,29.59,77.39,72.92,0,Normal
C0604,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,39.98,59.75,14.04,544.03,195.02,39.95,60.64,191.74,2,Heat Stress
C0605,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,29.49,51.48,70.96,1199.0,13.5,29.21,56.29,21.49,0,Normal
C0606,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,24.28,37.59,51.66,387.99,53.24,24.77,39.27,61.62,1,Heat Stress
C0607,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,21.21,63.1,45.31,660.49,11.26,19.96,66.12,7.34,0,Normal
C0608,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,27.28,61.93,25.21,1177.79,147.67,27.44,61.17,140.21,1,Light Stress
C0609,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,33.75,47.64,74.84,336.16,98.1,34.26,48.05,88.79,0,Normal
C0610,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,26.05,91.09,29.43,900.48,44.93,26.65,87.6,45.86,1,Light Stress
C0611,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,46.8,75.82,44.74,369.78,232.56,46.62,76.51,230.26,2,Water Stress
C0612,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,21.24,77.44,66.42,1036.93,195.73,22.52,81.12,195.1,1,Heat Stress
C0613,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,24.81,94.97,41.39,346.24,142.16,26.11,93.49,137.26,1,Moderate Drought
C0614,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,27.55,34.34,66.41,1119.17,225.01,28.96,37.01,229.97,0,Normal
C0615,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,45.97,85.65,7.73,365.46,92.95,44.53,85.98,94.83,2,Water Stress
C0616,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,26.11,81.21,33.51,986.56,64.62,25.17,82.31,66.8,0,Normal
C0617,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,40.68,73.02,18.44,464.82,42.7,41.94,71.56,33.48,2,Water Stress
C0618,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,45.14,33.96,12.21,846.66,179.41,46.31,32.66,175.25,2,Water Stress
C0619,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,25.3,81.47,45.7,597.48,234.92,26.26,84.66,242.73,1,Moderate Drought
C0620,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,33.02,65.71,45.8,506.06,124.42,31.87,70.33,127.74,0,Normal
C0621,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,13.55,80.51,38.95,679.62,223.59,11.55,80.48,223.33,0,Normal
C0622,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,40.08,43.23,26.57,1022.01,209.4,41.69,45.68,202.74,2,Drought Stress
C0623,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,25.56,64.72,57.99,294.84,238.03,27.47,60.45,228.84,0,Normal
C0624,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,20.3,92.29,31.93,1136.8,231.97,18.97,88.14,224.17,1,Light Stress
C0625,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,26.12,55.01,83.14,239.97,61.35,26.11,56.46,51.74,1,Heat Stress
C0626,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,39.18,70.79,21.69,281.05,113.17,39.97,72.4,107.85,2,Heat Stress
C0627,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,22.98,35.82,68.31,1037.13,125.97,24.41,37.32,135.45,0,Normal
C0628,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,34.51,71.08,31.96,905.79,58.92,36.11,69.3,50.16,1,Moderate Drought
C0629,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,36.91,93.02,19.95,260.65,72.53,37.43,94.44,71.08,2,Drought Stress
C0630,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,37.33,73.23,9.65,925.17,54.45,36.5,77.61,47.71,2,Water Stress
C0631,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,35.88,38.57,37.09,347.93,219.86,36.55,42.87,229.03,2,Water Stress
C0632,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,22.72,70.24,52.75,310.69,213.97,24.43,69.13,217.84,1,Light Stress
C0633,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,40.35,78.47,8.26,715.82,34.28,38.78,73.78,34.12,2,Drought Stress
C0634,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,27.73,69.5,87.56,1185.43,237.49,27.5,71.07,246.46,0,Normal
C0635,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,44.59,39.02,16.85,306.15,60.15,44.89,43.32,58.03,2,Drought Stress
C0636,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,40.15,52.44,38.31,654.98,122.82,39.85,51.36,119.3,2,Water Stress
C0637,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,22.0,88.81,59.29,524.74,6.13,23.63,89.13,10.08,1,Moderate Drought
C0638,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,34.38,74.83,30.26,491.77,214.17,35.89,72.62,216.1,2,Heat Stress
C0639,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,40.51,34.38,27.74,831.64,249.94,41.26,29.48,258.7,2,Drought Stress
C0640,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,43.66,54.59,45.52,922.58,37.87,42.38,50.89,33.25,2,Drought Stress
C0641,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,31.61,54.14,47.61,405.25,200.77,33.13,57.67,209.26,0,Normal
C0642,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,44.43,66.62,13.6,874.6,226.0,44.84,62.04,227.38,2,Water Stress
C0643,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,26.96,72.81,47.01,273.23,211.76,28.74,74.8,213.82,0,Normal
C0644,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,28.96,52.99,73.43,906.1,223.19,30.25,48.46,214.51,1,Light Stress
C0645,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,46.87,69.61,16.99,940.47,131.7,45.89,74.26,138.66,2,Water Stress
C0646,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,31.5,64.47,15.46,1160.98,204.48,31.07,65.57,207.6,2,Heat Stress
C0647,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,41.36,51.45,28.23,728.53,77.53,40.16,52.56,84.03,2,Drought Stress
C0648,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,20.59,75.61,50.93,548.46,177.25,19.48,70.71,180.55,0,Normal
C0649,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,29.23,87.89,60.85,237.78,111.61,30.58,89.69,119.18,0,Normal
C0650,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,43.9,74.57,18.82,883.59,230.48,45.44,71.84,234.41,2,Water Stress
C0651,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,22.31,36.62,15.82,1044.98,183.16,22.4,40.82,188.86,1,Heat Stress
C0652,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,34.06,87.6,73.21,930.42,24.15,35.57,90.1,20.78,1,Heat Stress
C0653,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,25.75,68.53,58.91,263.31,6.18,24.18,70.38,0.36,0,Normal
C0654,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,31.3,82.45,48.4,588.08,165.9,33.29,77.86,161.46,1,Heat Stress
C0655,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,26.38,53.63,75.26,594.01,73.51,26.63,49.9,67.28,0,Normal
C0656,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,16.43,41.71,76.87,683.24,174.81,15.19,41.2,169.09,0,Normal
C0657,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,30.26,35.43,19.67,783.38,45.43,30.71,30.91,37.64,2,Heat Stress
C0658,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,30.78,72.09,59.38,710.15,82.66,32.27,71.61,88.32,0,Normal
C0659,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,37.16,87.94,46.26,770.26,93.4,35.21,89.02,101.29,1,Light Stress
C0660,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,34.93,67.08,46.31,680.31,192.62,34.89,65.44,201.81,0,Normal
C0661,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,16.1,58.13,59.93,501.25,149.76,16.84,57.16,141.29,1,Heat Stress
C0662,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,23.72,31.07,68.37,1083.48,151.46,23.83,27.68,143.88,1,Moderate Drought
C0663,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,27.35,33.91,73.12,1115.78,227.27,25.96,37.08,225.21,1,Light Stress
C0664,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,30.36,65.81,69.82,1047.36,216.42,30.69,66.13,207.36,1,Moderate Drought
C0665,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,41.28,36.76,49.21,1013.99,133.76,42.0,34.42,137.34,2,Heat Stress
C0666,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,41.26,76.53,13.2,1158.03,30.51,42.51,72.35,34.56,2,Drought Stress
C0667,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,42.83,54.03,19.37,1052.84,142.44,41.0,53.54,148.8,2,Water Stress
C0668,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,30.69,50.18,43.53,1089.43,119.98,31.71,49.81,116.08,0,Normal
C0669,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,35.95,80.8,22.42,321.45,228.58,36.13,82.2,226.0,2,Heat Stress
C0670,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,25.08,88.62,59.7,785.53,203.15,26.49,91.65,200.7,1,Light Stress
C0671,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,33.67,82.7,10.14,343.39,10.53,33.45,80.17,2.5,2,Water Stress
C0672,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,35.24,52.21,18.34,664.15,141.83,34.83,57.06,132.51,2,Heat Stress
C0673,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,28.54,89.72,71.63,1189.26,81.83,28.5,86.59,88.12,1,Moderate Drought
C0674,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,32.85,31.39,28.08,588.34,148.95,32.02,34.48,155.82,1,Heat Stress
C0675,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,28.55,69.31,44.84,812.76,90.09,26.96,73.09,98.54,1,Light Stress
C0676,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,20.62,69.65,27.13,777.69,145.12,18.9,73.66,152.17,1,Light Stress
C0677,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,26.9,78.26,64.91,601.01,244.43,28.71,74.22,240.54,0,Normal
C0678,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,28.18,37.49,44.32,910.95,143.54,26.77,39.27,146.42,0,Normal
C0679,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,36.48,45.04,14.14,1125.86,53.53,37.17,44.79,54.55,2,Heat Stress
C0680,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,21.81,31.92,59.85,321.2,91.02,22.24,30.44,82.48,0,Normal
C0681,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,31.11,60.16,7.23,1092.33,62.0,31.45,57.92,54.42,2,Heat Stress
C0682,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,24.48,94.21,47.19,233.45,138.15,25.16,93.44,130.81,1,Heat Stress
C0683,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,34.4,41.38,67.15,258.46,43.16,35.92,37.38,36.4,0,Normal
C0684,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,45.73,36.64,32.25,1095.42,248.56,45.0,33.49,255.69,2,Heat Stress
C0685,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,39.65,86.84,50.08,640.73,227.15,39.73,85.38,232.33,1,Heat Stress
C0686,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,26.1,61.93,80.95,328.47,238.5,24.14,59.38,244.63,0,Normal
C0687,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,39.74,32.3,35.65,760.63,109.44,38.12,31.72,115.39,2,Water Stress
C0688,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,20.47,56.95,84.67,1030.11,126.0,19.39,52.81,130.92,0,Normal
C0689,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,39.57,48.61,80.14,328.49,28.94,39.94,44.62,22.81,1,Light Stress
